dataset_id,dataset_name,has_log,condition,strain_id,tf_identity,timepoints,classification,is_tf_localisation,tf_localisation_reason,reason,channels,all_channels,provenance,raw_llm_response
705,Buffer3_00,False,,,UNKNOWN,,NO,NO,"The dataset name ""Buffer3_00"" provides no evidence of a tagged transcription factor or nuclear-cytoplasmic TF dynamics, so it cannot be identified as a TF localisation experiment.",No log or acquisition metadata was attached.,UNKNOWN,,condition=none | strain=none | tf=none | fluorescence=no-metadata | tf_localisation=llm,"[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: The dataset name ""Buffer3_00"" provides no evidence of a tagged transcription factor or nuclear-cytoplasmic TF dynamics, so it cannot be identified as a TF localisation experiment."
706,Buffer3_02,True,,247,UNKNOWN,180,YES,NO,This is a calibration/growth-rate experiment using the pHluorin sensor (with GFP/brightfield channels) and does not track any transcription factor nuclear localisation.,Fluorescence channel(s) found in parsed acquisition metadata.,GFP;pHluorin405,GFP;Brightfield;pHluorin405,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This is a calibration/growth-rate experiment using the pHluorin sensor (with GFP/brightfield channels) and does not track any transcription factor nuclear localisation."
707,Buffer1_04,True,,,UNKNOWN,180,YES,NO,"This dataset uses GFP, brightfield, and a pHluorin405 channel with sugar media changes, indicating a pH/metabolite sensor setup rather than tracking a transcription factor’s nuclear localisation.",Fluorescence channel(s) found in parsed acquisition metadata.,GFP;pHluorin405,GFP;Brightfield;pHluorin405,condition=none | strain=none | tf=none | fluorescence=parsed-channels | tf_localisation=llm,"[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This dataset uses GFP, brightfield, and a pHluorin405 channel with sugar media changes, indicating a pH/metabolite sensor setup rather than tracking a transcription factor’s nuclear localisation."
708,Buffer1_01,True,,247,UNKNOWN,180,YES,NO,"This is a calibration/growth-rate experiment using pHluorin and GFP channels, and pHluorin is a pH sensor rather than a transcription factor localisation marker.",Fluorescence channel(s) found in parsed acquisition metadata.,GFP;pHluorin405,GFP;Brightfield;pHluorin405,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This is a calibration/growth-rate experiment using pHluorin and GFP channels, and pHluorin is a pH sensor rather than a transcription factor localisation marker."
709,Buffer1_03,True,,247,UNKNOWN,180,YES,NO,"This is a calibration/growth-rate pH experiment using the pHluorin sensor (and GFP/brightfield channels), not a transcription factor nuclear localisation measurement.",Fluorescence channel(s) found in parsed acquisition metadata.,GFP;pHluorin405,GFP;Brightfield;pHluorin405,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This is a calibration/growth-rate pH experiment using the pHluorin sensor (and GFP/brightfield channels), not a transcription factor nuclear localisation measurement."
710,Buffer3_01,True,,247,UNKNOWN,180,YES,NO,"This is a pHluorin calibration/growth-rate experiment using a pH sensor, not a fluorescently tagged transcription factor tracked for nuclear localisation.",Fluorescence channel(s) found in parsed acquisition metadata.,GFP;pHluorin405,GFP;Brightfield;pHluorin405,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This is a pHluorin calibration/growth-rate experiment using a pH sensor, not a fluorescently tagged transcription factor tracked for nuclear localisation."
711,Buffer7_02,True,,247,UNKNOWN,180,YES,NO,"This is a pHluorin calibration/growth-rate experiment using a pH sensor strain (247), not imaging a transcription factor’s nuclear-cytoplasmic localisation.",Fluorescence channel(s) found in parsed acquisition metadata.,GFP;pHluorin405,GFP;Brightfield;pHluorin405,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This is a pHluorin calibration/growth-rate experiment using a pH sensor strain (247), not imaging a transcription factor’s nuclear-cytoplasmic localisation."
712,Buffer6_00,True,,247,UNKNOWN,180,YES,NO,"This is a pHluorin calibration/growth-rate experiment using a pH sensor (strain 247), not imaging a transcription factor’s nuclear localisation.",Fluorescence channel(s) found in parsed acquisition metadata.,GFP;pHluorin405,GFP;Brightfield;pHluorin405,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This is a pHluorin calibration/growth-rate experiment using a pH sensor (strain 247), not imaging a transcription factor’s nuclear localisation."
713,Buffer1_02,True,,247,UNKNOWN,180,YES,NO,"This experiment is a calibration/growth-rate pHluorin dataset tracking a pH sensor, not a transcription factor nuclear-localisation marker.",Fluorescence channel(s) found in parsed acquisition metadata.,GFP;pHluorin405,GFP;Brightfield;pHluorin405,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This experiment is a calibration/growth-rate pHluorin dataset tracking a pH sensor, not a transcription factor nuclear-localisation marker."
714,pH_raf_2_00_01,True,,247;group 1: pos001/pos002/pos003/pos004/pos005/pos006/pos007/pos008/pos009/pos010/pos011/pos012/pos013/pos014/pos015/pos016/pos017/pos018/pos019/pos020/pos021/pos022/pos023/pos024/pos025/pos026/pos027/pos028,UNKNOWN,180,YES,NO,"This experiment uses the pHluorin pH sensor (with GFP/405 channels) to measure cellular pH/growth, not a fluorescently tagged transcription factor undergoing nuclear-cytoplasmic localisation.",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: ph_raf_2_00log.txt.,GFP;pHluorin405,GFP;Brightfield;pHluorin405,"condition=no-switch-stated | strain=details,strain-field-labels,point-groups | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This experiment uses the pHluorin pH sensor (with GFP/405 channels) to measure cellular pH/growth, not a fluorescently tagged transcription factor undergoing nuclear-cytoplasmic localisation."
715,Buffer7_00,True,,247,UNKNOWN,180,YES,NO,"This is a calibration/growth-rate pH experiment using the pHluorin sensor and GFP channel, with no transcription factor tagged or tracked for nuclear localisation.",Fluorescence channel(s) found in parsed acquisition metadata.,GFP;pHluorin405,GFP;Brightfield;pHluorin405,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This is a calibration/growth-rate pH experiment using the pHluorin sensor and GFP channel, with no transcription factor tagged or tracked for nuclear localisation."
716,wildtype_01,True,,247,UNKNOWN,180,YES,NO,"This experiment uses pHluorin/GFP for pH calibration and growth measurements, not a tagged transcription factor tracked for nuclear-vs-cytoplasmic localisation.",Fluorescence channel(s) found in parsed acquisition metadata.,GFP;pHluorin405,GFP;Brightfield;pHluorin405,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This experiment uses pHluorin/GFP for pH calibration and growth measurements, not a tagged transcription factor tracked for nuclear-vs-cytoplasmic localisation."
717,Buffer1_00,True,,247,UNKNOWN,180,YES,NO,"This is a pHluorin calibration/growth-rate experiment using a pH sensor (with GFP/pHluorin channels), not tracking a transcription factor’s nuclear localisation.",Fluorescence channel(s) found in parsed acquisition metadata.,GFP;pHluorin405,GFP;Brightfield;pHluorin405,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This is a pHluorin calibration/growth-rate experiment using a pH sensor (with GFP/pHluorin channels), not tracking a transcription factor’s nuclear localisation."
718,Buffer7_01,True,,247,UNKNOWN,180,YES,NO,"This is a pHluorin calibration/growth-rate experiment using a pH sensor (strain 247), not imaging a transcription factor’s nuclear localisation.",Fluorescence channel(s) found in parsed acquisition metadata.,GFP;pHluorin405,GFP;Brightfield;pHluorin405,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This is a pHluorin calibration/growth-rate experiment using a pH sensor (strain 247), not imaging a transcription factor’s nuclear localisation."
719,Buffer6_01,True,,247,UNKNOWN,180,YES,NO,"This is a calibration/growth-rate experiment using pHluorin and GFP channels, and pHluorin is a pH sensor rather than a transcription factor localisation marker.",Fluorescence channel(s) found in parsed acquisition metadata.,GFP;pHluorin405,GFP;Brightfield;pHluorin405,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This is a calibration/growth-rate experiment using pHluorin and GFP channels, and pHluorin is a pH sensor rather than a transcription factor localisation marker."
720,pH1_5raff_00,True,,247;group 1: pos001/pos002/pos003/pos004/pos005/pos006/pos007/pos008/pos009/pos010/pos011/pos012/pos013/pos014/pos015/pos016/pos017/pos018/pos019/pos020/pos021/pos022/pos023/pos024/pos025/pos026/pos027/pos028,UNKNOWN,180,YES,NO,"This experiment measures pH/growth using the pHluorin sensor in strain 247, not the nuclear-cytoplasmic localisation of a transcription factor.",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: ph1_5rafflog.txt.,GFP;pHluorin405,GFP;Brightfield;pHluorin405,"condition=no-switch-stated | strain=details,strain-field-labels,point-groups | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This experiment measures pH/growth using the pHluorin sensor in strain 247, not the nuclear-cytoplasmic localisation of a transcription factor."
721,0_5Raff_01,True,,247;group 1: pos001/pos002/pos003/pos004/pos005/pos006/pos007/pos008/pos009/pos010/pos011/pos012/pos013/pos014/pos015/pos016/pos017/pos018/pos019/pos020/pos021/pos022/pos023/pos024/pos025/pos026/pos027/pos028/pos029/pos030/pos031/pos032/pos033/pos034/pos035,UNKNOWN,180,YES,NO,"This experiment uses pHluorin and GFP for pH/growth calibration in raffinose, not a fluorescently tagged transcription factor whose nuclear-cytoplasmic localisation is tracked.",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: 0_5rafflog.txt.,GFP;pHluorin405,GFP;Brightfield;pHluorin405,"condition=no-switch-stated | strain=details,strain-field-labels,point-groups | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This experiment uses pHluorin and GFP for pH/growth calibration in raffinose, not a fluorescently tagged transcription factor whose nuclear-cytoplasmic localisation is tracked."
722,6_00_00,True,,247,UNKNOWN,180,YES,NO,"This is a pHluorin calibration experiment tracking the pH sensor pHluorin, not a transcription factor nuclear localisation marker.",Fluorescence channel(s) found in parsed acquisition metadata.,GFPFast;pHluorin405,GFPFast;Brightfield;pHluorin405,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This is a pHluorin calibration experiment tracking the pH sensor pHluorin, not a transcription factor nuclear localisation marker."
723,7_52_00,True,,247,UNKNOWN,180,YES,NO,"This is a pHluorin calibration experiment using a pH sensor, not a fluorescently tagged transcription factor whose nuclear-cytoplasmic localisation is tracked.",Fluorescence channel(s) found in parsed acquisition metadata.,GFPFast;pHluorin405,GFPFast;Brightfield;pHluorin405,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This is a pHluorin calibration experiment using a pH sensor, not a fluorescently tagged transcription factor whose nuclear-cytoplasmic localisation is tracked."
724,wildtype_00,True,,247,UNKNOWN,180,YES,NO,"This is a pHluorin calibration experiment tracking a pH sensor (pHluorin/pHluorin405), not a transcription factor’s nuclear localisation.",Fluorescence channel(s) found in parsed acquisition metadata.,GFPFast;pHluorin405,GFPFast;Brightfield;pHluorin405,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This is a pHluorin calibration experiment tracking a pH sensor (pHluorin/pHluorin405), not a transcription factor’s nuclear localisation."
725,8_08_02,True,,247,UNKNOWN,180,YES,NO,"This is a pHluorin calibration experiment using a pH sensor (pHluorin405/GFPFast), not tracking the nuclear-cytoplasmic localisation of a transcription factor.",Fluorescence channel(s) found in parsed acquisition metadata.,GFPFast;pHluorin405,GFPFast;Brightfield;pHluorin405,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This is a pHluorin calibration experiment using a pH sensor (pHluorin405/GFPFast), not tracking the nuclear-cytoplasmic localisation of a transcription factor."
726,6_25_01,True,,247,UNKNOWN,180,YES,NO,This is a pHluorin calibration experiment tracking a pH/metabolite sensor rather than a transcription factor’s nuclear localisation.,Fluorescence channel(s) found in parsed acquisition metadata.,GFPFast;pHluorin405,GFPFast;Brightfield;pHluorin405,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This is a pHluorin calibration experiment tracking a pH/metabolite sensor rather than a transcription factor’s nuclear localisation."
727,6_25_00,True,,247,UNKNOWN,180,YES,NO,"This is a pHluorin calibration experiment tracking a pH sensor (pHluorin405/GFPFast), not a transcription factor’s nuclear-cytoplasmic localisation.",Fluorescence channel(s) found in parsed acquisition metadata.,GFPFast;pHluorin405,GFPFast;Brightfield;pHluorin405,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This is a pHluorin calibration experiment tracking a pH sensor (pHluorin405/GFPFast), not a transcription factor’s nuclear-cytoplasmic localisation."
728,5_75_00,True,,247,UNKNOWN,180,YES,NO,"This is a pHluorin calibration experiment using the pH sensor pHluorin, not a fluorescently tagged transcription factor tracked for nuclear localisation.",Fluorescence channel(s) found in parsed acquisition metadata.,GFPFast;pHluorin405,GFPFast;Brightfield;pHluorin405;DIC,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This is a pHluorin calibration experiment using the pH sensor pHluorin, not a fluorescently tagged transcription factor tracked for nuclear localisation."
729,7_76_00,True,,247,UNKNOWN,180,YES,NO,This is a pHluorin calibration experiment using the pH sensor pHluorin rather than tracking the nuclear/cytoplasmic localisation of a transcription factor.,Fluorescence channel(s) found in parsed acquisition metadata.,GFPFast;pHluorin405,GFPFast;Brightfield;pHluorin405,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This is a pHluorin calibration experiment using the pH sensor pHluorin rather than tracking the nuclear/cytoplasmic localisation of a transcription factor."
730,7_52_01,True,,247,UNKNOWN,180,YES,NO,"This is a pHluorin calibration experiment tracking the pH sensor pHluorin, not a transcription factor undergoing nuclear localisation.",Fluorescence channel(s) found in parsed acquisition metadata.,GFPFast;pHluorin405,GFPFast;Brightfield;pHluorin405,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This is a pHluorin calibration experiment tracking the pH sensor pHluorin, not a transcription factor undergoing nuclear localisation."
731,8_08_00,True,,247,UNKNOWN,180,YES,NO,"This is a pHluorin calibration experiment tracking a pH sensor, not a transcription factor’s nuclear-cytoplasmic localisation.",Fluorescence channel(s) found in parsed acquisition metadata.,GFPFast;pHluorin405,GFPFast;Brightfield;pHluorin405,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This is a pHluorin calibration experiment tracking a pH sensor, not a transcription factor’s nuclear-cytoplasmic localisation."
732,pHluorin_1_raff_07,True,,247;group 1: pos001/pos002/pos003/pos004/pos005/pos006/pos007/pos008/pos009/pos010/pos011/pos012/pos013/pos014/pos015/pos016/pos017/pos018/pos019/pos020/pos021/pos022/pos023/pos024/pos025/pos026/pos027/pos028,UNKNOWN,180,YES,NO,"This experiment uses the pHluorin intracellular pH sensor to correlate growth rate with pH, not a fluorescently tagged transcription factor undergoing nuclear-cytoplasmic localisation.",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: phluorin_1_rafflog.txt.,GFPFast;pHluorin405,GFPFast;Brightfield;pHluorin405,"condition=none | strain=details,strain-field-labels,point-groups | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This experiment uses the pHluorin intracellular pH sensor to correlate growth rate with pH, not a fluorescently tagged transcription factor undergoing nuclear-cytoplasmic localisation."
733,wildtype_01,True,,247,UNKNOWN,180,YES,NO,This is a pHluorin calibration experiment using pHluorin sensor channels rather than tracking the nuclear-cytoplasmic localisation of a transcription factor.,Fluorescence channel(s) found in parsed acquisition metadata.,GFPFast;pHluorin405,GFPFast;Brightfield;pHluorin405,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This is a pHluorin calibration experiment using pHluorin sensor channels rather than tracking the nuclear-cytoplasmic localisation of a transcription factor."
734,6_5_00,True,,247,UNKNOWN,180,YES,NO,This is a pHluorin calibration experiment using the pH sensor pHluorin rather than tracking a transcription factor’s nuclear-cytoplasmic localisation.,Fluorescence channel(s) found in parsed acquisition metadata.,GFPFast;pHluorin405,GFPFast;Brightfield;pHluorin405,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This is a pHluorin calibration experiment using the pH sensor pHluorin rather than tracking a transcription factor’s nuclear-cytoplasmic localisation."
735,6_00_01,True,,247,UNKNOWN,180,YES,NO,"This is a pHluorin calibration experiment tracking a pH sensor (pHluorin), not a transcription factor nuclear-cytoplasmic localisation marker.",Fluorescence channel(s) found in parsed acquisition metadata.,GFPFast;pHluorin405,GFPFast;Brightfield;pHluorin405,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This is a pHluorin calibration experiment tracking a pH sensor (pHluorin), not a transcription factor nuclear-cytoplasmic localisation marker."
736,5_75_01,True,,247,UNKNOWN,180,YES,NO,"This is a pHluorin calibration experiment tracking a pH sensor, not a transcription factor undergoing nuclear-cytoplasmic localisation.",Fluorescence channel(s) found in parsed acquisition metadata.,GFPFast;pHluorin405,GFPFast;Brightfield;pHluorin405,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This is a pHluorin calibration experiment tracking a pH sensor, not a transcription factor undergoing nuclear-cytoplasmic localisation."
737,8_08_01,True,,247,UNKNOWN,180,YES,NO,"This experiment is a pHluorin calibration using the pHluorin sensor, not tracking the nuclear-cytoplasmic localisation of any transcription factor.",Fluorescence channel(s) found in parsed acquisition metadata.,GFPFast;pHluorin405,GFPFast;Brightfield;pHluorin405,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This experiment is a pHluorin calibration using the pHluorin sensor, not tracking the nuclear-cytoplasmic localisation of any transcription factor."
738,6_5_01,True,,247,UNKNOWN,180,YES,NO,"This is a pHluorin calibration experiment using the pH sensor pHluorin, not a fluorescently tagged transcription factor tracked for nuclear localisation.",Fluorescence channel(s) found in parsed acquisition metadata.,GFPFast;pHluorin405,GFPFast;Brightfield;pHluorin405,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This is a pHluorin calibration experiment using the pH sensor pHluorin, not a fluorescently tagged transcription factor tracked for nuclear localisation."
739,7_76_01,True,,247,UNKNOWN,180,YES,NO,"This experiment is a pHluorin calibration using a pH/metabolite sensor, not tracking the nuclear-cytoplasmic localisation of a transcription factor.",Fluorescence channel(s) found in parsed acquisition metadata.,GFPFast;pHluorin405,GFPFast;Brightfield;pHluorin405,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This experiment is a pHluorin calibration using a pH/metabolite sensor, not tracking the nuclear-cytoplasmic localisation of a transcription factor."
740,clb1_cdc6_03,True,2% glucose to 0% glucose,clb1-GFP cdc6-GFP;group 1: clb1;group 2: cdc6,UNKNOWN,200,YES,NO,"This tracks Clb1-GFP and Cdc6-GFP, which are cell-cycle proteins rather than transcription factors, for cell cycle progression after stress.",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: clb1_cdc6log.txt.,GFP;cy5,Brightfield;GFP;cy5,"condition=llm | strain=strain-field-labels,point-groups | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
2% glucose to 0% glucose

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This tracks Clb1-GFP and Cdc6-GFP, which are cell-cycle proteins rather than transcription factors, for cell cycle progression after stress."
741,wildtype_00,True,,229,UNKNOWN,180,YES,NO,"This is a pH calibration experiment using pHluorin/GFP channels, which are pH sensors rather than tagged transcription factors tracked for nuclear localisation.",Fluorescence channel(s) found in parsed acquisition metadata.,GFP;pHluorin405,GFP;Brightfield;pHluorin405,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This is a pH calibration experiment using pHluorin/GFP channels, which are pH sensors rather than tagged transcription factors tracked for nuclear localisation."
742,pH7_76_01,True,,247,UNKNOWN,180,YES,NO,"This is a pH calibration experiment using the pHluorin sensor, not a fluorescently tagged transcription factor tracked for nuclear-cytoplasmic localisation.",Fluorescence channel(s) found in parsed acquisition metadata.,GFP;pHluorin405,GFP;Brightfield;pHluorin405,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This is a pH calibration experiment using the pHluorin sensor, not a fluorescently tagged transcription factor tracked for nuclear-cytoplasmic localisation."
743,pH_0_5raff_00,True,,247;group 1: pos001/pos002/pos003/pos004/pos005/pos006/pos007/pos008/pos009/pos010/pos011/pos012/pos013/pos014/pos015/pos016/pos017/pos018/pos019/pos020/pos021/pos022/pos023/pos024/pos025/pos026/pos027/pos028,UNKNOWN,180,YES,NO,"This experiment uses pHluorin and GFP for growth rate versus pH measurements in strain 247, indicating a pH/metabolite sensor setup rather than tracking a transcription factor’s nuclear localisation.",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: ph_0_5rafflog.txt.,GFP;pHluorin405,GFP;Brightfield;pHluorin405,"condition=none | strain=details,strain-field-labels,point-groups | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This experiment uses pHluorin and GFP for growth rate versus pH measurements in strain 247, indicating a pH/metabolite sensor setup rather than tracking a transcription factor’s nuclear localisation."
744,pH8_08_01,True,,247,UNKNOWN,180,YES,NO,"This is a pH calibration experiment using the pHluorin sensor and brightfield/GFP channels, not tracking any transcription factor nuclear localisation.",Fluorescence channel(s) found in parsed acquisition metadata.,GFP;pHluorin405,GFP;Brightfield;pHluorin405,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This is a pH calibration experiment using the pHluorin sensor and brightfield/GFP channels, not tracking any transcription factor nuclear localisation."
745,pH7_00_01,True,,247,UNKNOWN,180,YES,NO,"This is a pH calibration experiment using the pHluorin sensor (and GFP/brightfield channels), not tracking the nuclear-cytoplasmic localisation of any transcription factor.",Fluorescence channel(s) found in parsed acquisition metadata.,GFP;pHluorin405,GFP;Brightfield;pHluorin405,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This is a pH calibration experiment using the pHluorin sensor (and GFP/brightfield channels), not tracking the nuclear-cytoplasmic localisation of any transcription factor."
746,pH7_52_00,True,,247,UNKNOWN,180,YES,NO,"This is a pH calibration experiment using the pHluorin sensor (and GFP/brightfield channels), not a fluorescently tagged transcription factor tracked for nuclear localisation.",Fluorescence channel(s) found in parsed acquisition metadata.,GFP;pHluorin405,GFP;Brightfield;pHluorin405,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This is a pH calibration experiment using the pHluorin sensor (and GFP/brightfield channels), not a fluorescently tagged transcription factor tracked for nuclear localisation."
751,pH6_00_01,True,,247,UNKNOWN,180,YES,NO,"This is a pH calibration experiment using the pHluorin sensor, not a fluorescently tagged transcription factor undergoing nuclear-cytoplasmic localisation.",Fluorescence channel(s) found in parsed acquisition metadata.,GFP;pHluorin405,GFP;Brightfield;pHluorin405,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This is a pH calibration experiment using the pHluorin sensor, not a fluorescently tagged transcription factor undergoing nuclear-cytoplasmic localisation."
